time,n,e,d,u,v,w,p,q,r,max_penetration
8.22,1.85974356618553,0.0,1.0845369484539145,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.24,1.86174356618553,0.0,1.0847369484539144,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.26,1.86374356618553,0.0,1.0849369484539144,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.28,1.86574356618553,0.0,1.0851369484539144,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.3,1.86774356618553,0.0,1.0853369484539144,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.32,1.86974356618553,0.0,1.0855369484539144,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.34,1.87174356618553,0.0,1.0857369484539143,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.36,1.87374356618553,0.0,1.0859369484539143,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.38,1.87574356618553,0.0,1.0861369484539143,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.4,1.87774356618553,0.0,1.0863369484539143,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.42,1.87974356618553,0.0,1.0865369484539142,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.44,1.88174356618553,0.0,1.0867369484539142,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.46,1.88374356618553,0.0,1.0869369484539142,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.48,1.88574356618553,0.0,1.0871369484539142,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.5,1.88774356618553,0.0,1.0873369484539142,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.52,1.88974356618553,0.0,1.0875369484539141,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.540000000000001,1.89174356618553,0.0,1.087736948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.56,1.89374356618553,0.0,1.087936948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.58,1.89574356618553,0.0,1.088136948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.6,1.89774356618553,0.0,1.088336948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.620000000000001,1.89974356618553,0.0,1.088536948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.64,1.90174356618553,0.0,1.088736948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.66,1.90374356618553,0.0,1.088936948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.68,1.90574356618553,0.0,1.089136948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.700000000000001,1.90774356618553,0.0,1.089336948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.72,1.90974356618553,0.0,1.089536948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.74,1.91174356618553,0.0,1.089736948453914,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.76,1.91374356618553,0.0,1.0899369484539139,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.78,1.91574356618553,0.0,1.0901369484539138,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.8,1.91774356618553,0.0,1.0903369484539138,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.82,1.91974356618553,0.0,1.0905369484539138,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.84,1.92174356618553,0.0,1.0907369484539138,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.86,1.92374356618553,0.0,1.0909369484539138,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.88,1.92574356618553,0.0,1.0911369484539137,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.9,1.92774356618553,0.0,1.0913369484539137,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.92,1.92974356618553,0.0,1.0915369484539137,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.94,1.93174356618553,0.0,1.0917369484539137,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.96,1.93374356618553,0.0,1.0919369484539136,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
8.98,1.93574356618553,0.0,1.0921369484539136,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.0,1.93774356618553,0.0,1.0923369484539136,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.02,1.93974356618553,0.0,1.0925369484539136,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.040000000000001,1.94174356618553,0.0,1.0927369484539136,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.06,1.94374356618553,0.0,1.0929369484539135,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.08,1.94574356618553,0.0,1.0931369484539135,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.1,1.94774356618553,0.0,1.0933369484539135,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.120000000000001,1.94974356618553,0.0,1.0935369484539135,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.14,1.95174356618553,0.0,1.0937369484539134,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.16,1.95374356618553,0.0,1.0939369484539134,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.18,1.95574356618553,0.0,1.0941369484539134,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.200000000000001,1.95774356618553,0.0,1.0943369484539134,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.22,1.95974356618553,0.0,1.0945369484539134,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.24,1.96174356618553,0.0,1.0947369484539133,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.26,1.96374356618553,0.0,1.0949369484539133,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.28,1.96574356618553,0.0,1.0951369484539133,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.3,1.96774356618553,0.0,1.0953369484539133,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.32,1.96974356618553,0.0,1.0955369484539133,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.34,1.97174356618553,0.0,1.0957369484539132,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.36,1.97374356618553,0.0,1.0959369484539132,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.38,1.97574356618553,0.0,1.0961369484539132,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.4,1.97774356618553,0.0,1.0963369484539132,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.42,1.97974356618553,0.0,1.0965369484539131,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.44,1.98174356618553,0.0,1.0967369484539131,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.46,1.98374356618553,0.0,1.096936948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.48,1.98574356618553,0.0,1.097136948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.5,1.98774356618553,0.0,1.097336948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.52,1.98974356618553,0.0,1.097536948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.540000000000001,1.99174356618553,0.0,1.097736948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.56,1.99374356618553,0.0,1.097936948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.58,1.99574356618553,0.0,1.098136948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.6,1.99774356618553,0.0,1.098336948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.620000000000001,1.99974356618553,0.0,1.098536948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.64,2.00174356618553,0.0,1.098736948453913,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.66,2.0037435661855296,0.0,1.0989369484539129,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.68,2.0057435661855294,0.0,1.0991369484539129,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.700000000000001,2.007743566185529,0.0,1.0993369484539128,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.72,2.009743566185529,0.0,1.0995369484539128,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.74,2.0117435661855287,0.0,1.0997369484539128,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.76,2.0137435661855285,0.0,1.0999369484539128,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.78,2.0157435661855283,0.0,1.1001369484539127,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.8,2.017743566185528,0.0,1.1003369484539127,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.82,2.019743566185528,0.0,1.1005369484539127,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.84,2.0217435661855276,0.0,1.1007369484539127,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.86,2.0237435661855274,0.0,1.1009369484539127,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.88,2.025743566185527,0.0,1.1011369484539126,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.9,2.027743566185527,0.0,1.1013369484539126,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.92,2.0297435661855268,0.0,1.1015369484539126,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.94,2.0317435661855265,0.0,1.1017369484539126,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.96,2.0337435661855263,0.0,1.1019369484539125,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
9.98,2.035743566185526,0.0,1.1021369484539125,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.0,2.037743566185526,0.0,1.1023369484539125,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.02,2.0397435661855257,0.0,1.1025369484539125,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.040000000000001,2.0417435661855254,0.0,1.1027369484539125,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.06,2.043743566185525,0.0,1.1029369484539124,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.08,2.045743566185525,0.0,1.1031369484539124,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.1,2.0477435661855248,0.0,1.1033369484539124,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.120000000000001,2.0497435661855246,0.0,1.1035369484539124,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.14,2.0517435661855243,0.0,1.1037369484539123,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.16,2.053743566185524,0.0,1.1039369484539123,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.18,2.055743566185524,0.0,1.1041369484539123,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
10.200000000000001,2.0577435661855237,0.0,1.1043369484539123,1.0,-0.0032272481398989885,0.1894560090790156,0.05226035027894393,-0.040807229698687185,-0.010504644487359435,0.2999999999999998
