time,surface,analytic
6.075,-0.19981581248471947,-0.19981581248471947
6.1000000000000005,-0.19999108963080722,-0.19999108963080722
6.125,-0.19961820510142708,-0.19961820510142708
6.15,-0.19869818094715525,-0.19869818094715525
6.175000000000001,-0.19723353889024847,-0.19723353889024847
6.2,-0.1952282934127788,-0.1952282934127788
6.2250000000000005,-0.19268794075321682,-0.19268794075321682
6.25,-0.189619443841625,-0.189619443841625
6.275,-0.18603121321474914,-0.18603121321474914
6.300000000000001,-0.18193308396332272,-0.18193308396332272
6.325,-0.17733628877476645,-0.17733628877476645
6.3500000000000005,-0.1722534271451728,-0.1722534271451728
6.375,-0.16669843084496339,-0.16669843084496339
6.4,-0.16068652573287356,-0.16068652573287356
6.425000000000001,-0.15423419002293343,-0.15423419002293343
6.45,-0.1473591091188275,-0.1473591091188275
6.4750000000000005,-0.14008012713943294,-0.14008012713943294
6.5,-0.13241719526839976,-0.13241719526839976
6.525,-0.12439131706934198,-0.12439131706934198
6.550000000000001,-0.11602449091653129,-0.11602449091653129
6.575,-0.10733964969888243,-0.10733964969888243
6.6000000000000005,-0.09836059796249624,-0.09836059796249624
6.625,-0.08911194666405649,-0.08911194666405649
6.65,-0.07961904571390538,-0.07961904571390538
6.675000000000001,-0.0699079144937048,-0.0699079144937048
6.7,-0.06000517053911685,-0.06000517053911685
6.7250000000000005,-0.049937956582989114,-0.049937956582989114
6.75,-0.03973386615901256,-0.03973386615901256
6.775,-0.02942086796976063,-0.02942086796976063
6.800000000000001,-0.01902722922642339,-0.01902722922642339
6.825,-0.008581438170343365,-0.008581438170343365
6.8500000000000005,0.001887874011273472,0.001887874011273472
6.875,0.01235201166144992,0.01235201166144992
6.9,0.02278229330624014,0.02278229330624014
6.925000000000001,0.03315013026865574,0.03315013026865574
6.95,0.043427105028241916,0.043427105028241916
6.9750000000000005,0.05358504911152743,0.05358504911152743
7.0,0.06359612029984867,0.06359612029984867
7.025,0.07343287894294047,0.07343287894294047
7.050000000000001,0.0830683631691065,0.0830683631691065
7.075,0.09247616278583683,0.09247616278583683
7.1000000000000005,0.10163049166831106,0.10163049166831106
7.125,0.1105062584373707,0.1105062584373707
7.15,0.11907913523324964,0.11907913523324964
7.175000000000001,0.12732562439654346,0.12732562439654346
7.2,0.135223122873662,0.135223122873662
7.2250000000000005,0.14274998417022786,0.14274998417022786
7.25,0.1498855776826126,0.1498855776826126
7.275,0.15661034524498832,0.15661034524498832
7.300000000000001,0.16290585473689934,0.16290585473689934
7.325,0.16875485060442325,0.16875485060442325
7.3500000000000005,0.17414130115644647,0.17414130115644647
7.375,0.17905044250641314,0.17905044250641314
7.4,0.18346881903911355,0.18346881903911355
7.425000000000001,0.18738432029158913,0.18738432029158913
7.45,0.19078621414706962,0.19078621414706962
7.4750000000000005,0.19366517625096025,0.19366517625096025
7.5,0.19601331556824828,0.19601331556824828
7.525,0.19782419601228238,0.19782419601228238
7.550000000000001,0.199092854085638,0.199092854085638
7.575,0.19981581248471947,0.19981581248471947
7.6000000000000005,0.19999108963080722,0.19999108963080722
7.625,0.19961820510142708,0.19961820510142708
7.65,0.1986981809471553,0.1986981809471553
7.675000000000001,0.19723353889024842,0.19723353889024842
7.7,0.1952282934127788,0.1952282934127788
7.7250000000000005,0.19268794075321694,0.19268794075321694
7.75,0.18961944384162502,0.18961944384162502
7.775,0.18603121321474914,0.18603121321474914
7.800000000000001,0.18193308396332272,0.18193308396332272
7.825,0.17733628877476645,0.17733628877476645
7.8500000000000005,0.17225342714517283,0.17225342714517283
7.875,0.1666984308449636,0.1666984308449636
7.9,0.16068652573287337,0.16068652573287337
7.925000000000001,0.1542341900229332,0.1542341900229332
7.95,0.14735910911882774,0.14735910911882774
7.9750000000000005,0.14008012713943324,0.14008012713943324
8.0,0.13241719526839976,0.13241719526839976
8.025,0.12439131706934199,0.12439131706934199
8.05,0.11602449091653161,0.11602449091653161
8.075000000000001,0.10733964969888246,0.10733964969888246
8.1,0.09836059796249688,0.09836059796249688
8.125,0.0891119466640562,0.0891119466640562
8.15,0.0796190457139054,0.0796190457139054
8.175,0.06990791449370481,0.06990791449370481
8.200000000000001,0.060005170539116526,0.060005170539116526
8.225,0.04993795658298949,0.04993795658298949
8.25,0.03973386615901259,0.03973386615901259
8.275,0.029420867969761007,0.029420867969761007
8.3,0.01902722922642377,0.01902722922642377
8.325000000000001,0.00858143817034268,0.00858143817034268
8.35,-0.0018878740112734473,-0.0018878740112734473
8.375,-0.012352011661449898,-0.012352011661449898
8.4,-0.022782293306240115,-0.022782293306240115
8.425,-0.03315013026865572,-0.03315013026865572
8.450000000000001,-0.04342710502824224,-0.04342710502824224
8.475,-0.05358504911152672,-0.05358504911152672
8.5,-0.0635961202998483,-0.0635961202998483
8.525,-0.07343287894294011,-0.07343287894294011
8.55,-0.0830683631691068,-0.0830683631691068
8.575000000000001,-0.09247616278583744,-0.09247616278583744
8.6,-0.10163049166831073,-0.10163049166831073
8.625,-0.11050625843737068,-0.11050625843737068
